User: 3 | CmdID: 63039 | Duration: 502 ms
User: 2 | CmdID: 63038 | Duration: 1002 ms
User: 1 | CmdID: 63041 | Duration: 1506 ms
User: 2 | CmdID: 63042 | Duration: 1505 ms
User: 1 | CmdID: 63037 | Duration: 2002 ms
User: 4 | CmdID: 63040 | Duration: 2002 ms
User: 1 | CmdID: 63049 | Duration: 2503 ms
User: 4 | CmdID: 63045 | Duration: 2508 ms
User: 3 | CmdID: 63043 | Duration: 3508 ms
User: 2 | CmdID: 63050 | Duration: 4006 ms
